nome;preco;descricao
S. Pellegrino Água Mineral com Gás;R$ 18,49;1 X 750 mL
Crystal Água Mineral Acqualia sem Gás;R$ 1,65;1 X 500 mL
Schweppes Tônica sem Açúcar;R$ 3,29;1 X 350 mL
12 x Schweppes Agua Tonica 350Ml;R$ 40,68;
Indaiá Água Mineral Natural sem Gás;R$ 3,05;1 X 1.5 L
Combo Schweppes Tônica +3X Schweppes Tônica Sem Açúcar 350 mL;R$ 20,04;
12 x Schweppes Tônica Sem Açúcar Lata 350 mL;R$ 39,48;
Schweppes Tônica;R$ 3,39;1 X 350.0 mL
Sococo Água de Coco Integral;R$ 3,49;1 X 200 mL
Do Bem Água de Coco;R$ 14,49;1 X 1 L
Ama Água Mineral sem Gás;R$ 2,89;1 X 1.5 L
Antarctica Água Tônica;R$ 1,99;1 X 269 mL
Antarctica Tônica Zero Açúcar;R$ 6,99;1 X 1 L
Mais Coco Água de Coco Esterilizada;R$ 9,59;1 X 1 L
Wewi Água Tônica Orgânica Rosé;R$ 7,69;1 X 255 mL
Crystal Água Mineral sem Gás;R$ 10,29;1 X 5 L
Wewi Água Tônica Premium Orgânica Ginger;R$ 5,29;1 X 255 mL
Antarctica Água Tônica;R$ 6,99;1 X 1 L
Fys Água Tônica com Toque de Limão Siciliano Zero;R$ 2,89;1 X 350 mL
4 x Schweppes Agua Tonica 1 5L;R$ 30,76;
Schweppes Água Tônica;R$ 7,69;1 X 1.5 L
Taeq Água de Coco;R$ 11,29;1 X 1 L
Voss Água Mineral Natural Sem Gás;R$ 29,99;1 X 375 mL
Perrier Agua Mineral Com Gas330Ml;R$ 14,99;1 X 330 mL
Agua Tonica Com Toque De Limao Siciliano  Fys  Lata 350Ml;R$ 2,89;1 X 350 mL
São Lourenço Água Mineral Sem Gás;R$ 2,98;1 X 510 mL
Wewi Água Tônica Premium Clássica Orgânica;R$ 6,69;1 X 255.0 mL
Crystal Água Sem Gás 350 Ml;R$ 1,35;1 X 350 mL
Voss Água Mineral Natural sem Gás;R$ 37,90;1 X 800.0 mL
Pouso Alto Água Mineral Natural;R$ 2,79;1 X 1.5 L
Indaiá Água Mineral Natural com Gás;R$ 1,99;1 X 500 mL
Coca-Cola Refrigerante Coca Cola sem Açúcar;R$ 2,29;1 X 200 mL
3 x Coca-Cola Sem Acucar 200 mL + Original 200 mL;R$ 13,62;
Coca-Cola Refrigerante sem Açúcar;R$ 8,33;1 X 2.0 L
Coca-Cola Sem Açúcar 350Ml;R$ 3,55;1 X 350.0 mL
Coca-Cola Refrigerante sem Açúcar;R$ 8,19;1 X 1.5 L
12 x Coca-Cola Refrigerante Sem Açúcar 350 mL;R$ 42,60;
Coca-Cola Refrigerante Original;R$ 9,49;1 X 2 L
6 x Coca-Cola Refrigerante Sem Açúcar 350 mL;R$ 21,30;
Coca-Cola Refrigerante sem Açúcar;R$ 5,29;1 X 600 mL
Coca-Cola Refrigerante Original Pet;R$ 2,25;1 X 200 mL
Coca-Cola Refrigerante Sabor Original;R$ 3,49;1 X 350 mL
3 x Coca-Cola Sem Acucar 350 mL + Original 350 mL;R$ 21,12;
6 x Coca-Cola Sem Acucar 350 mL + Original 350 mL;R$ 42,24;
Antarctica Refrigerante Guaraná sem Açúcar;R$ 2,79;1 X 350 mL
Guaraná Antarctica Refrigerante;R$ 1,69;1 X 200 mL
Coca-Cola Sinazucar 2 L + Fanta Laranja Original 2 L;R$ 17,08;
Combo Coca-Cola Sem Acucar 350 mL + 3x Fanta Laranja Sem Acucar 350 mL;R$ 19,80;
Coca-Cola Sinazucar 2 L + Fanta Guaraná Original 2 L;R$ 17,38;
Guaraná Antarctica Refrigerante sem Açúcares;R$ 1,69;1 X 200 mL
Coca-Cola Refrigerante Original;R$ 5,29;1 X 600.0 mL
24 x Coca-Cola Refrigerante Original mini pet;R$ 54,00;
Combo Coca-Cola Sem Acucar 350 mL + 3x Fanta Laranja 350 mL;R$ 20,22;
Combo Coca-Cola Original 350 mL + 3x Schweppes Original 350 mL;R$ 20,64;
Pepsi Refrigerante Black sem Açúcar Garrafa;R$ 1,59;1 X 200 mL
3 Coca-Cola Sem Acucar 350 mL + Schweppes Tonica Sem Acucar;R$ 20,34;
3 x Coca-Cola Original 350 mL + Fanta Laranja 350 mL;R$ 20,04;
Coca-Cola Refrigerante Original;R$ 8,19;1 X 1.5 L
3 x Coca-Cola Original 350 mL + Fanta Guarana 350 mL;R$ 20,34;
Guaraná Antarctica Refrigerante sem Açúcar;R$ 4,99;1 X 1.5 L
Antarctica Guaraná Refrigerante sem Açúcar;R$ 3,99;1 X 600 mL
Guaraná Antarctica Refrigerante sem Açúcar;R$ 6,49;1 X 2.0 L
Antarctica Refrigerante Guaraná;R$ 4,99;1 X 1.5 L
Fanta Refrigerante Sabor Laranja Zero Açúcar;R$ 3,05;1 X 350 mL
H2Oh! Refrigerante Citrus Zero Açúcar;R$ 3,99;1 X 500 mL
H2Oh! Refrigerante Limoneto;R$ 3,99;1 X 500 mL
Fanta Refrigerante Sabor Laranja;R$ 2,05;1 X 200 mL
Guaraná Antarctica Refrigerante Guaraná;R$ 2,79;1 X 350 mL
Guaraná Antarctica Refrigerante Sabor Original;R$ 6,49;1 X 2 L
Pepsi Refrigerante;R$ 6,69;1 X 2 L
Guaraná Antarctica Refrigerante;R$ 2,19;1 X 269 mL
Coca-Cola Refrigerante Sabor Original;R$ 5,99;1 X 1 L
Coca-Cola Refrigerante Café Expresso;R$ 2,45;1 X 220 mL
Refrigerante Sukita Laranja Garrafa 200Ml;R$ 1,59;1 X 200 mL
Fanta Refrigerante Sabor Uva;R$ 2,05;1 X 200 mL
Sprite Refrigerante Original;R$ 2,05;1 X 200 mL
Kuat Refrigerante Guaraná;R$ 6,39;1 X 2 L
Pepsi Refrigerante Twist;R$ 6,69;1 X 2 L
Schweppes Refrigerante Citrus;R$ 3,39;1 X 350 mL
12 x Schweppes Citrus Lata 350 mL;R$ 40,68;
Coca-Cola Refrigerante Sabor Original;R$ 14,79;1 X 3 L
Wewi Refrigerante Natural Guaraná Zero Açúcar;R$ 6,89;1 X 255.0 mL
Fanta Refrigerante Laranja;R$ 5,10;1 X 2 L
Fanta Refrigerante Guaraná;R$ 5,31;1 X 2 L
Sprite Refrigerante Sabor Limão Original;R$ 3,15;1 X 350 mL
Sukita Refrigerante de Uva;R$ 5,69;1 X 2 L
Pepsi Refrigerante Garrafa;R$ 9,99;1 X 3 L
Fanta Refrigerante sabor Laranja;R$ 6,99;1 X 1.5 L
Schweppes Refrigerante Citrus Original;R$ 7,59;1 X 1.5 L
Soda Antarctica Refrigerante Limonada;R$ 2,49;1 X 350 mL
Fanta Refrigerante Sabor Uva;R$ 7,29;1 X 2 L
Red Bull Energético;R$ 9,39;1 X 250 mL
Red Bull Energético Energy Drink Sugarfree;R$ 9,39;1 X 250 mL
Monster Energético Energy;R$ 9,39;1 X 473 mL
Tropical Energético Red Bull;R$ 9,39;1 X 250 mL
Monster Energético Mango Loco;R$ 9,39;1 X 473 mL
Red Bull Energético Energy Drink Summer Edition Melancia;R$ 9,39;1 X 250 mL
Gatorade Isotônico de Uva;R$ 5,49;1 X 500.0 mL
Gatorade Isotônico Frutas Cítricas;R$ 5,49;1 X 500 mL
Isotônico Gatorade Laranja Garrafa 500Ml;R$ 5,49;1 X 500 mL
Red Bull Energético The Pitaya Edition Sabor Pitaya;R$ 9,39;1 X 250 mL
Red Bull Bebida Energética;R$ 11,99;1 X 355 mL
Red Bull Energético Energy Drink;R$ 16,79;1 X 473 mL
Monster Energético Ultra Violet Zero Açúcar;R$ 9,39;1 X 473 mL
Red Bull Energético The Açaí Edition;R$ 9,39;1 X 250 mL
Reign Suplemento Alimentar Líquido Lemon HDZ Zero Açúcar;R$ 10,79;1 X 473 mL
Red Bull Energético The Coco Edition Sabor Coco e Açaí;R$ 9,39;1 X 250 mL
Red Bull Energético Sugar Free;R$ 12,99;1 X 355 mL
Reign Suplemento Alimentar Líquido Melon Mania Zero Açúcar;R$ 9,99;1 X 473 mL
Red Bull Energético Energy Drink;R$ 35,68;1 X 250.0 mL
Powerade Isotônico Laranja;R$ 4,93;1 X 500.0 g
Engov After Suplemento Alimentar Líquido Citrus;R$ 11,99;1 X 250 mL
Wewi Água Tônica Orgânico Tangerina;R$ 6,59;1 X 255 mL
Engov Bebida After Sabor Tangerina;R$ 11,99;1 X 250.0 mL
Red Bull Bebida Energética Energy Drink;R$ 54,46;250 mL
Red Bull Energético Figo e Maça The Summer Edition;R$ 9,39;1 x 250 mL
Bebida Isoton Gatorade Berry;R$ 5,49;1 x 500 mL
Isotônico Gatorade Tangerina Garrafa 500Ml;R$ 5,49;1 X 500 mL
Monster Energético Energy;R$ 9,39;1 X 473 mL
Gatorade Isotônico Morango com Maracujá;R$ 5,49;1 X 500 mL
Monster Energético Watermelon;R$ 9,39;1 X 473 mL
Combo Coca-Cola Sem Açúcar 1 5 L + 1X Del Valle Tp 100% Uva;R$ 23,98;
Del Valle Suco Kapo Sabor Uva;R$ 2,49;1 X 200 mL
Combo Kapo Uva + Kapo Morango;R$ 14,94;
Del Valle Suco Morango Kapó;R$ 2,49;1 X 200 mL
Combo Kapo Morango 200 mL + 2x Uva 200 mL + 2x Abacaxi 200 mL;R$ 14,94;
Natural One Suco Pink Lemonade Refrigerado;R$ 15,90;1 X 900 mL
Del Valle Suco Sabor Uva;R$ 3,29;1 X 200 mL
Villa Piva Suco de Tangerina Integral;R$ 26,79;1 X 1 L
Natural One Suco de Uva e Maçã Ambiente;R$ 18,49;1 X 1.5 L
Natvita Cajuína Tradicional Orgânica;R$ 12,99;1 X 500 g
Villa Piva Suco de Uva Tinto Integral;R$ 14,49;1 X 300 mL
Do Bem Suco de Uva;R$ 10,49;1 X 1 L
Natural One Suco de Laranja Integral;R$ 12,49;1 X 900 mL
Del Valle Suco Frut Sabor Uva;R$ 3,82;1 X 1 L
Natural One Suco Integral Laranja Refrigerado;R$ 15,99;1 X 1.5 L
Villa Piva Suco de Tangerina Integral;R$ 13,99;1 X 300 mL
Life Mix Suco de Maçã;R$ 3,29;1 X 200 mL
Tao Kombucha Bebida Fermentada Basic Uva;R$ 14,90;1 X 275 mL
Natural One Suco Sabor Limonada Refrigerado;R$ 15,90;1 X 900 mL
Suco Del Valle Nutri Sabor Pêssego TP 200ML;R$ 3,09;1 X 200 mL
Del Valle Suco de Uva;R$ 7,05;1 X 1 L
Del Valle Suco Frut Sabor Uva;R$ 5,10;1 X 1.5 L
Brasfrut Polpa De Goiaba;R$ 3,95;1 X 100 g
Juq Suco De Uva Integral;R$ 4,39;1 X 200 mL
Natural One Suco de Maçã Integral;R$ 15,90;1 X 900 mL
Del Valle Néctar Sabor Uva;R$ 4,15;1 X 290 mL
Brasfrut Polpa de Maracujá;R$ 7,19;1 X 100 g
Suco Kapo Laranja 200Ml;R$ 2,49;1 X 200.0 mL
Natural One Suco de Laranja Integral;R$ 14,49;1 X 900 mL
Del Valle Néctar Sabor Abacaxi;R$ 8,29;1 X 1 L
Natural One Suco Sabor De Uva E Maçã;R$ 5,99;1 X 300 mL
Villa Piva Suco de Maçã;R$ 22,79;1 X 1 L
Uva'Só Suco de Uva 100% Bordô;R$ 33,69;1 X 1 L
Raiola Suco de Tomate;R$ 19,79;1 X 1 L
Del Valle Kapo Suco de Maracujá;R$ 2,49;1 X 200 mL
Del Valle Suco Frut Sabor Laranja;R$ 3,82;1 X 1 L
Taeq Suco De Tangerina;R$ 3,19;1 X 200 mL
Life Mix Néctar De Laranja Luminus;R$ 1,95;1 X 200 mL
Natural One Suco de Uva e Maçã Refrigerado;R$ 15,90;1 X 900 mL
Natural One Suco de Uva e Maçã;R$ 13,99;1 X 900.0 mL
Brasfrut Polpa De Abacaxi;R$ 3,95;1 X 100 g
Del Valle Suco Sabor Pêssego;R$ 4,09;1 X 290 mL
Del Valle Néctar de Cajú sem Açúcar;R$ 7,05;1 X 1.0 L
Villa Piva Suco de Uva Integral;R$ 28,99;1 X 1 L
Natural One Suco Misto de Uva e Maçã;R$ 23,90;1 X 1.5 L
Natural One Suco Veggie Limão;R$ 15,90;1 X 900 mL
Suco Del Valle 100% Uva Tp 1L;R$ 13,43;1 X 1 L
Brasfrut Polpa Tamarindo;R$ 3,95;1 X 100 mL
Natural One Suco De Goiaba;R$ 15,90;1 X 900 mL
OQ Suco De Uva E Maçã;R$ 17,49;1 X 1 L
Natural One Suco Natural Veggies Beterraba;R$ 15,90;1 X 900 mL
Natural One Suco de Laranja;R$ 5,89;1 X 300 mL
Del Valle Suco Néctar Pêssego;R$ 7,05;1 X 1 L
Del Valle Bebida Adoçada Sabor Citrus Punch;R$ 5,10;1 X 1.5 L
Del Valle Suco de Maçã 100%;R$ 17,68;1 X 1 L
Del Valle Kapo Sabor Maça;R$ 2,49;1 X 200 mL
Del Valle Suco Néctar Laranja;R$ 7,05;1 X 1 L
Prats Suco de Uva;R$ 12,69;1 X 900 mL
Del Valle Suco de Abacaxi Kapo;R$ 2,49;1 X 200 mL
Villa Piva Suco De Uva Tinto Com Hortelã Integral;R$ 19,99;1 X 1 L
1 x Coca-Cola Sem Acucar 1.5L + Ice Tea Pessego 1.5L;R$ 20,18;
Matte Leão Chá Original;R$ 9,00;1 X 1.5 L
6 x Matte Leão Chá Sabor Natural 1,5L;R$ 71,94;
Matte Leão Chá Ice Tea Leão Fuze Zero Limão;R$ 3,69;1 X 300 mL
Leão Chá Preto Pêssego;R$ 9,00;1 X 1.5 L
6 x Ice Tea Cha Sabor Pêssego Leao Zero 1 5L;R$ 71,94;
Matte Leão Chá Original;R$ 2,52;1 X 300 mL
Khappy Kombucha Kuaraná;R$ 12,69;1 X 355 mL
3 Corações Bebida Láctea Cappuccino Pronto Power Whey Cafeína;R$ 10,29;1 X 260 mL
Khappy Kombucha Energy;R$ 12,69;1 X 355 mL
Leão Chá Ice Tea Pessego Zero;R$ 3,35;1 X 300 mL
K-Häppy Suco Natural de Morango e Gengibre Kombucha Love;R$ 12,69;1 X 355 mL
Chá Ice Tea Leão Pêssego 300Ml;R$ 2,32;1 X 300 mL
Nescafé Café Dolce Gusto Espresso;R$ 19,99;1 X 60.0 g
3 Corações Cappuccino Balance Zero Lactose;R$ 24,99;1 X 180 g
Villa Piva Chá Preto com Limão;R$ 20,49;1 X 1.0 L
Villa Piva Chá Mate com Hortelã;R$ 19,29;1 X 1 L
Starbucks Café em Cápsula Nespresso Colombia;R$ 27,99;10 X 57 g
3 Corações Cappuccino Classic;R$ 26,62;1 X 400 g
Chá Lipton Ice Tea Limão Garrafa 500Ml;R$ 3,39;1 X 500 mL
3 Corações Bebida Láctea Cappuccino Balance;R$ 8,19;1 X 260 mL
3 Corações Cappuccino Pronto Classic;R$ 7,99;1 X 260 mL
Nescafé Café com Leite;R$ 18,79;1 X 330 g
3 Corações Bebida Láctea Café com Leite Pingado;R$ 8,19;1 X 260 mL
Dolce Gusto Café em Capsulas com Nescau;R$ 19,99;1 X 10 Und
3 Corações Cápsula de Café Chocolatto;R$ 20,99;1 X 10.0 Und
3 Corações Café Espresso Supremo;R$ 20,99;1 X 10 Und
Qualitá Chá Mate Sabor Limão;R$ 6,99;1 X 25 Und
Cha Mate Pessego;R$ 6,99;40 g
Yopro Energy Boost Café Expresso (15 g) de Proteínas (250 g);R$ 11,90;1 X 250 mL
Jeyy Kombucha de Hibisco;R$ 15,69;1 X 330 mL
Ice Tea Leão Chá Limão 300Ml;R$ 2,25;1 X 300.0 mL
Harmony Xícara Chá;R$ 29,99;1 x 1 Und
Bebida Vegetal Natural One 4x900 Aveia Capuccino;R$ 28,79;
Italac Leite UHT Integral;R$ 4,19;1 X 1 L
Piracanjuba Leite Semidesnatado Zero Lactose;R$ 5,79;1 X 1 L
Ninho Leite Integral Forti+;R$ 5,59;1 X 1 L
Parmalat Leite UHT Integral;R$ 3,99;1 X 1 L
Leitíssimo Leite UHT Integral;R$ 6,39;1 X 1 L
Italac Leite Uht Desnatado;R$ 4,19;1 X 1 L
Italac Leite Longa Vida Semidesnatado;R$ 4,19;1 X 1 L
Jussara Leite Uht Integral;R$ 5,29;1 X 1 L
Ninho Leite Uht Semidesnatado Levinho;R$ 5,59;1 X 1 L
Piracanjuba Leite Integral;R$ 4,59;1 X 1 L
Leitíssimo Leite Integral Zero Lactose;R$ 8,69;1 X 1 L
Leitíssimo Leite Uht Desnatado;R$ 6,39;1 X 1 L
Piracanjuba Leite Líquido Semi Desnatado;R$ 4,59;1 X 1 L
Nestlé Leite Ninho Integral Zero Lactose;R$ 5,89;1 X 1 L
Parmalat Leite UHT Desnatado;R$ 3,99;1 X 1 L
Parmalat Leite UHT Semidesnatado;R$ 3,99;1 X 1 L
Shefa Leite Longa Vida Desnatado;R$ 5,99;1 X 1 L
Leitíssimo Leite Líquido Integral;R$ 6,49;1 X 1 L
Actimel Leite Fermentado Sabor Morango;R$ 3,45;1 X 100 g
Mais Coco Leite de Coco;R$ 5,49;1 X 200 mL
Qualitá Leite Uht Semidesnatado;R$ 3,99;1 X 1 L
Parmalat Leite Uht Semidesnatado;R$ 4,99;1 X 1 L
Parmalat Leite Uht Desnatado;R$ 4,99;1 X 1 L
Sococo Leite de Coco;R$ 15,72;1 X 500 mL
Taeq Leite UHT Semidesnatado Zero Lactose;R$ 6,19;1 X 1 L
Jussara Max Leite UHT Integral;R$ 5,99;1 X 1 L
Brascoco Leite Coco Premium;R$ 5,19;1 X 200 mL
Creme de Leite Uht Qualitá;R$ 3,45;1 X 200 g
Qualitá Bebida Láctea Sabor Morango;R$ 9,19;1 X 850 g
Jussara Leite Semidesnatado;R$ 5,99;1 X 1 L
Qualitá Leite de Coco;R$ 4,95;1 X 200 mL
Qualitá Leite de Coco Light;R$ 4,99;1 X 200 mL
Leite de Coco Qualitá;R$ 13,99;1 X 500 mL
Jussara Leite Desnatado;R$ 5,99;1 X 1 L
Nestlé Iogurte Natural Sabor Mel;R$ 3,49;1 X 170 g
Danone Iogurte Natural Desnatado;R$ 4,09;1 X 160 g
Nestlé Iogurte Parcialmente Desnatado Cenoura Laranja e Mel;R$ 3,49;1 X 170 g
Yopro Iogurte Morango;R$ 8,39;1 X 160 g
Ninho Iogurte Liquido de Maçã e Banana;R$ 3,45;1 X 170 g
Danone Iogurte Líquido Parc Desnatado Morango;R$ 12,90;1 X 1.25 Kg
Vigor Grego Iogurte Sabor Flocos;R$ 2,95;1 X 90 g
Danone Iogurte Grego Tradicional;R$ 2,35;1 X 90.0 g
Yopro Iogurte Natural de Proteínas;R$ 8,39;1 X 160 g
Danone Natural Integral 160G;R$ 4,09;1 X 160.0 g
Danoninho Petit Suisse para Levar Morango;R$ 3,55;1 X 70 g
Verde Campo Iogurte Desnatado Lacfree;R$ 3,19;1 X 140 g
Iogurte Vegano Sabor Banana, Mamão E Maça Vida Veg 170g;R$ 1,17/u;1 x 170 mL
Itambé Iogurte Natural Integral;R$ 2,05;1 X 170 g
Canto De Minas iogurte natural integral;R$ 3,69;1 X 180 g
Verde Campo Iogurte Natural Whey Sabor Morango;R$ 8,69;1 X 250 g
Danone Iogurte Danoninho Morango;R$ 3,05;1 X 100 g
Batavo Iogurte Integral;R$ 2,79;1 X 170 g
Batavo Iogurte Integral com Pedaços de Morango;R$ 2,39;1 X 100 g
Yopro Iogurte de Morango Danone;R$ 11,90;1 X 250 g
Danone Iogurte Yopro Coco Cremoso;R$ 8,39;1 X 160 g
Batavo Iogurte Natural Desnatado;R$ 2,79;1 X 170 g
Nestlé Iogurte Sabor Morango;R$ 2,69;1 X 170 g
Ninho Iogurte de Maçã e Banana;R$ 3,55;1 X 100 g
Nestlé Iogurte Molico Morango;R$ 3,45;1 X 170 g
Nestlé Iogurte Ninho 3 Sabores;R$ 8,19;1 X 6 Und
Corpus Iogurte Líquido Zero Lactose Sabor Morango;R$ 3,99;1 X 170 g
Verde Campo Iogurte Natural Whey Doce de Leite;R$ 10,69;1 X 250 g
Nestlé Iogurte de Morango com Calda;R$ 4,09;1 X 150 g
Danone Iogurte Morango;R$ 3,69;1 X 170 g
Itambé Iogurte Nolac Zero Lactose Frutas Vermelhas;R$ 3,35;1 X 170 g
Danone Iogurte Grego Frutas Vermelhas;R$ 2,35;1 X 90 g
Verde Campo Iogurte Desnatado Morango Zero Lactose;R$ 10,69;1 X 250 g
Iogurte Grego Danone Blueberry 90G;R$ 2,35;1 X 90 g
Nestlé Queijo Petit Suisse Morango Chambinho;R$ 9,89;1 X 8 Und
Ninho Iogurte Desnatado sabor Morango;R$ 3,45;1 X 170 g
Verde Campo Iogurte Desnatado Lacfree Morango;R$ 8,69;1 X 500 g
Moo Iogurte Natural Semi Desnatado Morango;R$ 11,69;1 X 130 g
Batavo Iogurte Desnatado Sabor Morango Pense Zero;R$ 13,69;1 X 1.15 Kg
Verde Campo Iogurte Desnatado Coco Zero Lactose Natural Whey;R$ 10,69;1 X 250 g
Vida Veg Iogurte Vegano Sabor Morango;R$ 8,99;1 X 250 g
Iogurte Grego Danone Original 340G 4 Unidades;R$ 11,29;1 X 340 g
Verde Campo Iogurte Sem Lactose Maracujá Natural Whey;R$ 7,59;1 x 140 g
Nestlé Iogurte Parcialmente Desnatado Sabor Morango;R$ 18,69;1 X 1.25 Kg
Batavo Iogurte Calda Frutas Vermelhas;R$ 2,55;1 X 100 g
Activia Leite Fermentado Integral Linhaça Morango e Banana;R$ 6,89;1 X 170 g
Danone Iogurte Petit Suisse Danoninho Sabor Morango;R$ 10,49;1 X 320 g
Nestlé Iogurte Polpa Morango Fonte de Vitaminas A e D;R$ 6,69;1 X 510 g
Danone Iogurte Grego Flocos;R$ 2,35;1 X 90 g
Danone Iogurte Yopro Pouch Morango de Proteínas;R$ 9,89;1 X 160 g
Molico Iogurte sabor Baunilha Triplo Zero;R$ 3,45;1 X 170.0 g
Nestlé Iogurte Torta de Limão Grego;R$ 3,49;1 X 90 g
Grego Nestletradicional;R$ 10,39;1 X 400 g
Iogurte Yopro Pouch Açaí Com Banana 15G De Proteínas 160G;R$ 9,89;1 X 160 g
Danone Iogurte Yopro Banana com Pasta de Amendoim;R$ 8,39;1 X 160 g
Danoninho Petit Suisse Para Levar Morango E Banana 70G;R$ 3,55;1 X 70 g
Molico Iogurte Sabor Morango Triplo Zero;R$ 13,69;1 X 850 g
Danone Bebida Láctea Fermentada Morango;R$ 8,39;1 X 510.0 g
Iogurte Grego Danone Morango Com Chocolate 90G;R$ 2,35;1 X 90 g
Activia Café da Manhã Frutas Vermelhas e Quinoa;R$ 6,89;1 X 170 g
Fazenda da Toca Ovo Caipira Orgânico;R$ 24,99;1 X 10 Und
Ovos Vermelhos Livre de Gaiola Qualitá;R$ 16,90;1 X 10 Und
Label Rouge Ovos Caipiras Orgânicos;R$ 26,90;1 X 10 Und
Taeq Ovos Vermelho Grandes Orgânicos;R$ 19,90;1 X 10 Und
Qualitá Ovos de Galinha Caipira Tipo Grande Vermelho;R$ 17,00;1 X 10 Und
Qualita Ovos Vermelho Livre Gaiola;R$ 39,90;30 Und
Fazenda da Toca Ovos Vitamina e Selênio;R$ 24,99;1 X 10 Und
Sunny Eggs Ovos Extra;R$ 26,90;1 X 20 Und
Qualitá Ovos De Codorna;R$ 9,99;1 X 30 Und
Qualitá Ovos Branco Grande;R$ 14,90;1 X 12 Und
Mantiqueira Ovos Grandes Brancos Sunny Eggs Bandeja Film;R$ 22,90;20 Und
Moça Leite Condensado Integral;R$ 10,40;1 X 395 g
Itambé Creme de Leite Leve;R$ 5,49;1 X 200 g
Italac Creme de Leite;R$ 3,65;1 X 200 g
Piracanjuba Leite Condensado Semidesnatado;R$ 5,99;1 X 395 g
Combo Mo�a Leite Condensado + Nestle Creme de Leite;R$ 15,89;
Italac Leite Condensado Semidesnatado;R$ 6,39;1 X 395 g
Combo Mo�a Leite Condensado + Nestle Creme de Leite 3;R$ 47,67;
Nestlé Creme de Leite Original;R$ 5,49;1 X 200.0 g
Moça Leite Condensado Semidesnatado;R$ 9,39;1 X 395 g
Itambé Leite Condensado Semidesnatado;R$ 6,79;1 X 395 g
Itambé Leite Condensado;R$ 9,49;1 X 395 g
Nestlé Creme de Leite Original;R$ 8,59;1 X 300 g
Canto De Minas Requeijão Cremoso Tradicional;R$ 9,19;1 X 200 g
Nestlé Creme de Leite Zero Lactose;R$ 6,79;1 X 200 g
Itambé Creme de Leite Esterilizado;R$ 8,89;1 X 300.0 g
Frimesa Nata Bate Chantilly;R$ 17,49;1 X 300 g
Creme de Leite Qualitá;R$ 4,89;1 X 200 g
Canto De Minas Requeijao Cremoso Light;R$ 9,19;200 g
Qualitá Leite Condensado;R$ 5,79;1 X 395 g
Piracanjuba Leite Condensado Zero Lactose;R$ 8,29;1 X 395 g
Piracanjuba Creme de Leite Gourmet;R$ 5,99;1 X 200 g
Moça Leite Condensado sem Lactose;R$ 14,29;1 X 395 g
Piracanjuba Leite Condensado Semidesnatado;R$ 4,73;1 X 270 g
Canto De Minas Requeijao Culinario;R$ 13,49;1 X 400 g
Polenghi Cream Cheese Light;R$ 8,99;1 X 150 g
Nestle Moça Leite Condensado Vegetal;R$ 13,29;1 X 240 g
Canto De Minas nata fresca;R$ 22,69;1 X 300 g
Piracanjuba Leite Condensado Desnatado Light;R$ 9,19;405 g
Canto de Minas Requeijão Cremoso Light;R$ 15,49;1 x 400 g
Bauducco Bolinho Sabor Duplo Chocolate;R$ 2,19;1 X 40 g
Pão Doce de Creme com Coco;R$ 3,50;80 g
Ana Maria Bolo Baunilha;R$ 2,29;1 X 35 g
Romanato Panettone Gotas De Chocolate;R$ 13,49;1 X 400 g
Bauducco Panettone de Frutas Cristalizadas;R$ 21,99;1 X 400 g
Pullman Bolo de Chocolate;R$ 10,49;1 X 250 g
Melhor Bocado Donuts Mini de Chocolate;R$ 26,49;1 X 180 g
Bolo Chocolate;R$ 36,90/kg;400 g
Bolo de Páscoa Com Frutas;R$ 14,90;1 x 400 g
Qa Broinha Mlh;R$ 8,99;250 g
Pão Doce de Creme com Uvas Passas;R$ 9,99;410 g
Schär Bolo de Chocolate sem Glúten;R$ 21,90;1 X 200 g
Pão Doce de Creme e Chocolate;R$ 3,50;70 g
Santa Edwiges Panettone De Frutas Premium;R$ 49,99;1 X 750 g
Garoto Panettone Talento Avelã;R$ 39,99;1 X 500 g
Pão Doce de Goiaba;R$ 2,99;80 g
Ana Maria Bolo de Baunilha com Recheio de Baunilha;R$ 4,65;1 X 70.0 g
Ana Maria Bolo Baunilha Recheio de Chocolate;R$ 4,65;1 X 70 g
Bauducco Bolinho de Chocolate com Baunilha;R$ 2,19;1 X 40 g
Bauducco Bolinho de Laranja;R$ 2,15;1 X 40 g
Ana Maria Bolinho Cenoura com Chocolate;R$ 2,19;1 X 35 g
Ana Maria Bolinho Chocolate com Recheio de Chocolate;R$ 2,19;1 X 35 g
Ana Maria Mini Bolo Napolitano;R$ 2,29;1 X 42 g
Ana Maria Bolinho de Baunilha com Recheio de Chocolate;R$ 2,29;1 X 35 g
Seven Boys Bolo de Laranja;R$ 11,99;1 X 250 g
Pullman Bolo Laranja;R$ 10,49;1 X 250 g
Fleischmann Mistura para Bolo Chocomousse Extra Cremoso;R$ 9,29;1 X 390 g
Seven Boys Bolo de Coco;R$ 11,99;1 X 250.0 g
Bauducco Bolo de Laranja com Chocolate;R$ 14,90;1 X 280 g
Bolo Chocolate Fabricação Própria;R$ 92,99/kg;1.1 Kg
Bolo Floresta Negra Fabricação Própria;R$ 82,90/kg;1.1 Kg
Bolo Morango Fabricação Própria;R$ 78,90/kg;1.2 Kg
Bolo Tres Leites;R$ 86,90/kg;1.1 Kg
Bolo Floresta Branca Fabricação Própria;R$ 78,90/kg;1.1 Kg
Bolo de Choc/Nozes Fabricação Própria;R$ 89,90/kg;1.1 Kg
